,Unnamed: 0.1,Unnamed: 0,설치기관명,설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
5482,5482,5482,서울동신초등학교 (본관1층 복도),서울특별시 성북구 보문사길 50 (보문동3가),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5483,5483,5483,서울석계초등학교 (1층 중앙현관 보안관실 옆),서울특별시 성북구 한천로58길 273 (석관동),07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,,08:00~14:00,,
5484,5484,5484,거성파스텔아파트(양평동3가) (2층 관리사무소 내),서울특별시 영등포구 선유로43가길 24 거성파스텔아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5485,5485,5485,래미안영등포프레비뉴아파트 (후문 경비실 내),서울특별시 영등포구 가마산로 442 래미안영등포프레비뉴아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5486,5486,5486,래미안영등포프레비뉴아파트 (정문 경비실 내),서울특별시 영등포구 가마산로 442 래미안영등포프레비뉴아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5487,5487,5487,도림초등학교 (1층 본관 보안관실 옆),서울특별시 영등포구 가마산로65길 22 도림초등학교,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
5488,5488,5488,당서초등학교 (1층 복도 상담실 앞),서울특별시 영등포구 당산로 187 당서초등학교,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,00:00~24:00,00:00~24:00,00:00~24:00
5489,5489,5489,양평한신휴플러스아파트(양평동5가) (103동 상황실 옆 선거관리위원회 사무실 내 우측 벽면),서울특별시 영등포구 양평로24길 9 양평 한신휴플러스아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5490,5490,5490,대영고등학교 (1층 보건실 쪽 현관 입구),서울특별시 영등포구 도림로86길 16 대영고등학교,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,
5491,5491,5491,대림3동주민센터 (1층 민원실 내),서울특별시 영등포구 대림로 197 대림3동주민센터,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5492,5492,5492,문래동주민센터 (1층 민원봉사실 내부 입구 좌측면),서울특별시 영등포구 문래로28길 15 문래동주민센터,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5493,5493,5493,용문고등학교 (본관 3층 중학교 연결통로),서울특별시 성북구 인촌로17가길 46 (안암동2가),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5494,5494,5494,금융감독원 (20층 체력단련실 앞),서울특별시 영등포구 여의대로 38,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5495,5495,5495,금융감독원 (9층 고객접견실 앞),서울특별시 영등포구 여의대로 38,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5496,5496,5496,금융감독원 (1층 금융민원센터 앞),서울특별시 영등포구 여의대로 38,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5497,5497,5497,북한산국립공원사무소 (재난안전과(순찰용)),"서울특별시 성북구 보국문로 215, 북한산국립공원 (정릉동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5498,5498,5498,북한산국립공원사무소 (칼바위지킴터),서울특별시 성북구 보국문로 262,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5499,5499,5499,북한산국립공원사무소 (북악공원지킴터),서울특별시 성북구 보국문로 262,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5500,5500,5500,한성여중 (보건실옆),서울특별시 성북구 삼선교로16길 118 (삼선동2가) ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,
5501,5501,5501,성북정보도서관 (3층 안내데스크),서울특별시 성북구 화랑로18자길 13 (상월곡동) 3층,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~18:00,09:00~18:00,
5502,5502,5502,정덕초등학교 (2층 보건실 옆),서울특별시 성북구 아리랑로 63 (동소문동7가),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5503,5503,5503,정릉초교 (1층현관),서울특별시 성북구 솔샘로25가길 8 (정릉동) ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5504,5504,5504,서울정수초등학교 (본관1층 중앙현관),서울특별시 성북구 정릉로24길 58 (정릉동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5505,5505,5505,서울청덕초등학교 (보건실내),서울특별시 성북구 정릉로9라길 11 (정릉동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5506,5506,5506,해오름어린이도서관 (도서관내),서울특별시 성북구 성북로4길 52 (돈암동) 한신한진아파트,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,
5507,5507,5507,광운초등학교 (본관서쪽현관),서울특별시 성북구 한천로 693 (장위동),07:00~16:30,07:00~16:30,07:00~16:30,07:00~16:30,07:00~16:30,07:00~11:30,,
5508,5508,5508,길음중 (보건실앞 복도),서울특별시 성북구 삼양로 75-13 (길음동),09:00~16:30,09:00~16:30,09:00~16:30,09:00~16:30,09:00~16:30,,,
5509,5509,5509,대광초교 (보건실앞),서울특별시 성북구 안암로 5 (보문동7가) ,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00
5510,5510,5510,길원초교 (1층 교무실 앞),서울특별시 성북구 서경로8길 28-15 (길음동),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5511,5511,5511,서울돈암초등학교 (본관 1층 교무실 앞),서울특별시 성북구 동소문로13길 38 (동소문동6가),06:00~19:30,06:00~19:30,06:00~19:30,06:00~19:30,06:00~19:30,07:00~16:00,,
5512,5512,5512,삼선중 (3층 교무실 복도),서울특별시 성북구 동소문로3길 69 (동소문동4가),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5513,5513,5513,삼선초교 (1층교무실),서울특별시 성북구 보문로29길 106 (삼선동3가) ,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,
5514,5514,5514,서울숭곡중학교 (2층 교육센터 앞),서울특별시 성북구 종암로 208 (하월곡동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5515,5515,5515,숭례초교 (보건실),서울특별시 성북구 종암로5길 14 (종암동) ,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
5516,5516,5516,서울장월초등학교 (1층 보건실 앞),서울특별시 성북구 한천로101길 66 (장위동),08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,08:40~17:00,,,
5517,5517,5517,숭덕초등학교 (1층중앙현관),서울특별시 성북구 정릉로 279 (정릉동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5518,5518,5518,서울장곡초등학교 (1층 중앙현관 기둥),서울특별시 성북구 장월로23길 16 (장위동),08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
5519,5519,5519,장위중 (본관현관입구),서울특별시 성북구 장위로4길 70 (장위동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5520,5520,5520,대일외국어고등학교 (1층교무실옆),서울특별시 성북구 서경로 116 (정릉동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~18:00,06:00~18:00,06:00~18:00
5521,5521,5521,서울대학교사범대학부설고등학교 (1층 복도),서울특별시 성북구 월곡로 6 (종암동),08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
5522,5522,5522,성북초등학교 (보건실앞),서울특별시 성북구 성북로 102-10 (성북동),08:00~16:40,08:00~16:40,08:00~16:40,08:00~16:40,08:00~16:40,00:00~00:01,,00:00~00:01
5523,5523,5523,숭인초교 (보건실),서울특별시 성북구 오패산로16길 37 (하월곡동) ,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~19:00,07:30~13:00,,
5524,5524,5524,동구마케팅고등학교 (보건실 앞),서울특별시 성북구 성북로8길 71 (성북동),07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,,,
5525,5525,5525,종암중 (보건실앞),서울특별시 성북구 종암로5길 80-17 (종암동) ,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5526,5526,5526,한성여고 (3층보건실앞),서울특별시 성북구 삼선교로16길 117 (삼선동2가) ,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
5527,5527,5527,홍대부중 (보건실앞),서울특별시 성북구 성북로14가길 23 (성북동) ,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00
5528,5528,5528,홍익대사대부속고등학교 (1층보건실),서울특별시 성북구 성북로14가길 23 (성북동) ,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,00:00~24:00,08:00~16:00
5529,5529,5529,개운초등학교 (1층 보건실 옆),서울특별시 성북구 정릉로48길 52 (돈암동),08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
5530,5530,5530,고명경영고등학교 (제1교무실),서울특별시 성북구 북악산로 870 (돈암동) ,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5531,5531,5531,길음초등학교 (1층현관),서울특별시 성북구 길음로 142 (길음동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5532,5532,5532,서울 미아초등학교 (1층보건실앞),"서울특별시 성북구 삼양로 77, 서울미아초등학교 (길음동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5533,5533,5533,석관고 (A동 주차장 쪽 복도 벽면),서울특별시 성북구 한천로70길 30 (석관동),07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,,,
5534,5534,5534,성신여자중학교 (1층 보건실 앞),서울특별시 성북구 북악산로 918 (돈암동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5535,5535,5535,성신초등학교 (본관2층 통로벽),서울특별시 성북구 동소문로26가길 76-4 (돈암동),08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,00:00~24:00,00:00~24:00,00:00~24:00
5536,5536,5536,숭곡초등학교 (1층 교장실 앞),서울특별시 성북구 종암로40길 30 (하월곡동),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5537,5537,5537,서울일신초등학교 (1층 급식실 앞),서울특별시 성북구 월곡로 74 (종암동),07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,08:00~13:00,,
5538,5538,5538,성신여자고등학교 (본관 1층 교무실 앞),서울특별시 성북구 동소문로26가길 80 (돈암동),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5539,5539,5539,회현체육센터 (2층안내데스크),서울특별시 중구 퇴계로12길 78,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~20:00,1309:30~18:00,06:00~20:00
5540,5540,5540,광장현대8단지아파트 (803동 경비초소),"서울특별시 광진구 아차산로 522 (광장동, 현대아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5541,5541,5541,서울월곡초등학교 (본관 1층 교무실 내부),서울특별시 성북구 장월로3길 42,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5542,5542,5542,성북역신도브래뉴 (경비실),서울특별시 노원구 광운로19길 38,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5543,5543,5543,월계청백1단지 (관리사무소),서울특별시 노원구 초안산로 89 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5544,5544,5544,종로아이들극장 (매표소 옆),서울특별시 종로구 성균관로 91 국민생활관 신관,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5545,5545,5545,통일부 (6층(605호) 벽면),"서울특별시 종로구 세종대로 209 정부서울청사 6, 7층",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5546,5546,5546,아시아퍼시픽국제외국인학교 (2층 보건실(210호)),서울특별시 노원구 월계로45가길 57,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
5547,5547,5547,북한산국립공원구기분소 (향로봉지킴터),서울특별시 종로구 비봉2길 90,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00
5548,5548,5548,광운대역 (고객지원실 옆),서울특별시 노원구 석계로 98-2,,,,,,,00:00~24:00,
5549,5549,5549,삼육대학교 (생활관-살렘관),서울특별시 노원구 화랑로 815,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5550,5550,5550,정릉중앙하이츠아파트 (2동 입구 경비초소),서울특별시 성북구 보국문로32길 53 (정릉동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5551,5551,5551,문래힐스테이트아파트 (정문 101동 앞 관제실),서울특별시 영등포구 문래로 82 문래힐스테이트아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5552,5552,5552,월곡중학교 (1층 행정실 맞은편),서울특별시 성북구 장월로 6 (상월곡동),07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,07:00~10:00,07:00~10:00,07:00~10:00
5553,5553,5553,여의도자이아파트 (201동 로비),서울특별시 영등포구 여의동로3길 10 여의도자이아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5554,5554,5554,여의도자이아파트 (401동로비),서울특별시 영등포구 여의동로3길 10 여의도자이아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5555,5555,5555,대림신동아아파트(대림3동) (정문초소),서울특별시 영등포구 대림로31길 40,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5556,5556,5556,신길삼환아파트(신길7동) (CCTV실),서울특별시 영등포구 여의대방로43라길 9,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5557,5557,5557,당산삼성래미안4차아파트(당산동5가) (관리사무소),서울특별시 영등포구 당산로 214,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5558,5558,5558,문래자이아파트 (관리사무소 1층 계단 앞),"서울특별시 영등포구 당산로4길 12 (문래동3가, 문래자이)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5559,5559,5559,당산푸르지오아파트 (지하 1층 관리사무소 내 복사기 옆 칸막이 뒤쪽 벽),서울특별시 영등포구 영중로 154,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5560,5560,5560,영등포경찰서 (중앙현관옆),서울특별시 영등포구 국회대로 608 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5561,5561,5561,신풍지구대(영등포) (지구대 내 우측 벽면),서울특별시 영등포구 대방천로 195 신풍지구대,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5562,5562,5562,문래지구대(영등포) (1층 상담실),서울특별시 영등포구 경인로 759 문래지구대,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5563,5563,5563,용문중학교 (2층 교무실 입구),서울특별시 성북구 인촌로17가길 46 (안암동2가),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
5564,5564,5564,햇살보금자리 (2층 사무실 내),서울특별시 영등포구 국회대로54길 41-16 햇살보금자리,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,15:00~31:00,15:00~31:00,15:00~31:00
5565,5565,5565,서울시립영등포보현종합지원센터 (희망지원센터),서울특별시 영등포구 경인로102길 10(영등포동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5566,5566,5566,시립노원노인종합복지관 (2층 복도),서울특별시 노원구 노원로16길 15,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5567,5567,5567,중구보건소중림동보건분소 (1층 민원대기실),서울특별시 중구 서소문로6길 16 1층,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,00:00~24:00,
5568,5568,5568,당산동성당 (사무실 앞),서울특별시 영등포구 당산로28길 11 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5569,5569,5569,서울다솜관광고등학교 (보건실입구 복도),서울특별시 종로구 종로58길 30,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5570,5570,5570,골든서울호텔 (1층 로비),서울특별시 강서구 공항대로 663 1층 로비,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5571,5571,5571,가양6단지아파트 (관리사무실),서울특별시 강서구 허준로 175 관리사무실,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5572,5572,5572,등촌대림아파트 (관리사무실),서울특별시 강서구 공항대로39길 100 관리사무실,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5573,5573,5573,왕십리풍림아이원아파트 (관리사무소),서울특별시 성동구 난계로 84 관리사무소,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5574,5574,5574,성수쌍용아파트 (관리사무소),서울특별시 성동구 상원길 59 관리사무소,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5575,5575,5575,종로노인종합복지관 (1층로비),서울특별시 종로구 이화동,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
5576,5576,5576,혜화경찰서 (4층 중앙복도),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5577,5577,5577,혜화경찰서 (본관 2층),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5578,5578,5578,혜화경찰서 (별관 식당동 1층),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
5579,5579,5579,아름꿈도서관 (2층복도 계단 앞),서울특별시 종로구 종로58가길 19,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,00:00~24:00,10:00~19:00
5580,5580,5580,창경궁관리소 (대온실 인근),"서울특별시 종로구 창경궁로 185, 창경궁 (와룡동)",,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00
