,설치기관명,설치기관주소,구별설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
4630,개포주공5단지 (506동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4631,개포주공5단지 (505동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4632,개포주공5단지 (502동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4633,개포주공5단지 (503동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4634,개포주공5단지 (501동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4635,개포주공5단지 (504동 A초소),"서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4636,세텍(SETEC) (전시장 입구),"서울특별시 강남구 남부순환로 3104, SETEC (대치동)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4637,우신고등학교 (본관1층 현관 출입구),"서울특별시 구로구 부일로 917, 우신고등학교,우신중학교 (궁동)",구로구 ,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
4638,개봉현대홈타운2단지 (경비3초소),"서울특별시 구로구 개봉로20길 158  (개봉동, 현대홈타운2단지)",구로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4639,서울역사박물관(동대문역사관) (안내데스크 뒤),서울특별시 중구 을지로 281  (을지로7가),중구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,
4640,서울역사박물관(동대문운동장기념관) (안내데스크 뒤),서울특별시 중구 을지로 281  (을지로7가),중구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,
4641,소테츠 호텔즈 더 스프라지르 서울 동대문 (호텔 1층 프런트),서울특별시 중구 장충단로 226 케이와이헤리티지호텔,중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4642,대경생활과학고등학교 (보건실),서울특별시 중구 매봉18길 111 (신당동),중구,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
4643,대경중학교 (보건실),"서울특별시 중구 매봉18길 111, 대경중고등학교 (신당동)",중구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
4644,서울유스호스텔 (1층 로비),서울특별시 중구 퇴계로26가길 6(예장동),중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4645,서울백병원 (인당관2층 검진센터),"서울특별시 중구 마른내로 9, 백병원 (저동2가)",중구,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,,,
4646,국립중앙의료원 (장례식장),"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4647,국립중앙의료원 (본관1층 로비),"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4648,서울숲리버뷰자이아파트 (정문 경비실(106동 옆)),"서울특별시 성동구 고산자로2길 65 (행당동, 서울숲리버뷰자이)",성동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4649,서울남산초등학교 (1층 식당 앞),"서울특별시 중구 퇴계로22길 17, 남산초등학교 (남산동2가)",중구,08:00~20:00,,,,,,08:00~20:00,
4650,"5,6호선 청구역 (역무실 앞)","서울특별시 중구 청구로 지하77, 청구역 5,6호선 (신당동)",중구,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,00:00~24:00,05:30~24:00
4651,을지로4가역(5호선) (역무실 앞),서울특별시 중구 창경궁로8길 2 (주교동),중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4652,장충동주민센터 (민원실),"서울특별시 중구 장충단로8길 22, 장충동주민센터 (장충동1가)",중구,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,10:00~18:00,,
4653,을지로동주민센터 (민원실),"서울특별시 중구 충무로9길 19, 을지로동주민센터 (을지로3가)",중구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,
4654,신당삼성아파트(분양) (경비2초소),서울특별시 중구 청구로1길 23,중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4655,서울시립미술관 (1층 안내데스크),"서울특별시 중구 덕수궁길 61, 서울시립미술관 (서소문동)",중구,09:00~18:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~19:00,10:00~19:00,10:00~19:00
4656,당중초등학교 (본관중앙현관),서울특별시 영등포구 선유로 131 당중초등학교,영등포구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,
4657,서울숭의여자고등학교 (1층 현관 엘리베이터 옆),서울특별시 동작구 여의대방로36길 79  (대방동),동작구 ,07:30~16:30,07:30~16:30,07:30~16:30,07:30~16:30,07:30~16:30,,,
4658,상도중학교 (2층 보건실),"서울특별시 동작구 사당로2가길 72, 상도중학교 (사당동)",동작구 ,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,,,
4659,사당솔밭도서관 (2층 현관 로비),서울특별시 동작구 솔밭로 86 사당솔밭도서관 (사당동),동작구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4660,흑석한강센트레빌 (관리사무소입구),"서울특별시 동작구 흑석한강로 12 (흑석동, 흑석한강센트레빌)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4661,한강현대아파트 (기계실),"서울특별시 동작구 현충로 151 (흑석동, 한강현대아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4662,중앙하이츠빌아파트 (정문경비실 입구),"서울특별시 동작구 상도로 320 (상도동, 중앙하이츠빌아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,00:00~24:00,
4663,신대방우성1차아파트 (12동 현관),서울특별시 동작구 여의대방로 22 신대방우성1차아파트 (신대방동),동작구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4664,상도래미안1차아파트 (정문초소),"서울특별시 동작구 등용로 37 (상도동, 상도래미안1차아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4665,상도두산위브트레지움2차아파트 (아파트정문 경비실 내),"서울특별시 동작구 상도로30길 40  (상도동, 상도2차두산위브트레지움아파트)",동작구 ,05:00~24:00,05:00~24:00,05:00~24:00,04:00~24:00,04:00~24:00,04:00~24:00,05:00~24:00,05:00~24:00
4666,상도더？아파트 (관리사무소입구),"서울특별시 동작구 장승배기로4길 9 (상도동, 상도더샵아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4667,상도건영아파트 (102동 1-8경비실),"서울특별시 동작구 만양로 26 (상도동, 건영아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4668,사당자이아파트 (관리사무소입구),"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4669,사당우성3단지아파트 (관리사무소입구),"서울특별시 동작구 동작대로29길 115 (사당동, 사당우성3단지아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4670,사당신동아4단지 (종합상황실),"서울특별시 동작구 동작대로29길 110 (사당동, 사당신동아4단지아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4671,본동신동아아파트 (관리사무실),서울특별시 동작구 노량진1동 신동아아파트 1-9,동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4672,래미안트윈파크아파트 (커뮤니티센터),"서울특별시 동작구 노량진로23가길 23 (본동, 래미안트윈파크)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4673,동작상떼빌아파트 (101동 입구),"서울특별시 동작구 신대방1가길 38 (신대방동, 동작상떼빌아파트)",동작구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4674,대방주공2차아파트 (관리사무소1층 노인정),"서울특별시 동작구 여의대방로44길 47 대방주공2차아파트 (대방동, 주공아파트)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4675,대방1차e-편한세상 (관리사무소 2층),"서울특별시 동작구 알마타길 37 (대방동, 대방1차 e-편한세상)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4676,9호선흑석역 (발매기 옆),서울특별시 동작구 현충로 지하90 9호선흑석역 (흑석동),동작구 ,05:00~25:30,05:00~25:30,05:00~25:30,05:00~25:30,05:00~25:30,05:00~24:30,05:00~24:30,05:00~24:30
4677,동작구청 행정지원과(민원여권과) (1층민원실),서울특별시 동작구 장승배기로 161 동작구청 (노량진동),동작구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4678,대방주공1차아파트 (102동 1층 경비실),서울특별시 동작구 여의대방로44길 47 대방주공1차아파트 (대방동),동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4679,서울누원초등학교 (본관 1층 중앙현관),서울특별시 도봉구 마들로 859-44,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4680,서울특별시서북병원 (서관 2층 재활치료실),"서울특별시 은평구 갈현로7길 49, 서울서북병원 (역촌동)",은평구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4681,"신세계센트럴시티(호남선터미널) (지하3층 엘리베이터 1, 2앞 공용부)","서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",서초구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4682,래미안 파크스위트아파트 (관리사무소 출입문옆),"서울특별시 광진구 광나루로 545 (구의동, 래미안파크스위트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4683,고덕숲아이파크아파트 (107동 1층),"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",강동구 ,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
4684,2호선 삼성역 (역무실 앞),"서울특별시 강남구 테헤란로 지하 538, 삼성역 (삼성동)",강남구 ,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
4685,GS타워 (2층 로비),"서울특별시 강남구 논현로 508, GS강남타워 2층 (역삼동)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4686,장안현대홈타운 (복지관 1층),서울특별시 동대문구 장안벚꽃로 107,동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4687,청량리역사(코레일) (3층 맞이방(간선)),"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 (전농동)",동대문구,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00
4688,도화현대홈타운아파트 (도화현대홈타운아파트 207동 2초소내),"서울특별시 마포구 새창로8길 72 (도화동, 현대홈타운)",마포구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4689,장안힐스테이트 (지하 보안실),"서울특별시 동대문구 장안벚꽃로1길 7 (장안동, 장안 힐스테이트)",동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4690,왕십리휴요양병원 (5병동),서울특별시 동대문구 무학로 88 (용두동),동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4691,왕십리휴요양병원 (2병동 간호사실),서울특별시 동대문구 무학로 88 (용두동),동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4692,왕십리휴요양병원 (1병동 간화실),서울특별시 동대문구 무학로 88 (용두동),동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4693,답십리래미안위브 (보안초소(3초소) 310동),서울특별시 동대문구 답십리로 130,동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4694,백련산파크자이 (관리사무소),"서울특별시 은평구 백련산로 67 (응암동, 백련산파크자이)",은평구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4695,전농우성아파트(분양) (정문 경비실),"서울특별시 동대문구 사가정로 190  (전농동, 전농우성아파트)",동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4696,마포강변힐스테이트 (관리사무소 내),서울특별시 마포구 신수로 15,마포구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4697,"공덕삼성아파트 (102동 1,2라인)",서울특별시 마포구 마포대로 115-8,마포구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4698,"공덕삼성아파트 (105동 7, 8라인)",서울특별시 마포구 마포대로 115-8,마포구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4699,"공덕삼성아파트 (104동 3,4,7라인)",서울특별시 마포구 마포대로 115-8,마포구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4700,"공덕삼성아파트 (103동 1,2라인)",서울특별시 마포구 마포대로 115-8,마포구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4701,"공덕삼성아파트 (101동 3,4라인)","서울특별시 마포구 마포대로 115-8, 101동 (공덕동, 공덕삼성아파트)",마포구 ,,,,,,,00:00~24:00,
4702,공덕5차래미안아파트 (A블럭관리사무소내),서울특별시 마포구 마포대로 173-15,마포구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4703,휘경주공1단지아파트 (경비5초소),서울특별시 동대문구 한천로 248 (휘경동 57),동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,
4704,청량리역사(코레일) (3층 맞이방(광역)),"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 (전농동)",동대문구,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00,04:30~25:00
4705,청구e편한세상아파트 (관리사무소 입구(분양동)),"서울특별시 중구 청구로 64(신당동, 청구 e편한세상)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4706,한국철도공사 서울역 (경의선 승강장 내),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4707,한국철도공사 서울역 (3층 매표소),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4708,한국철도공사 서울역 (13~14번 승강장),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4709,한국철도공사 서울역 (11~12번 승강장),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4710,한국철도공사 서울역 (9~10번 승강장),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4711,한국철도공사 서울역 (1~2번 경의선 승강장),서울특별시 용산구 한강대로 405,용산구 ,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59,06:00~23:59
4712,청량리한신1차아파트(임대) (아파트내 (123동 앞 노인정 옆 관리사무실)),서울특별시 동대문구 제기로 129 (청량리동 59),동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
4713,서울특별시동부병원 (일반구급차),서울특별시 동대문구 무학로 124,동대문구,,,,,,,,
4714,1호선 동대문역 (역무실 앞),"서울특별시 종로구 종로 지하 302, 1호선 동대문역 (창신동)",종로구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4715,5호선신금호역 (지하2층 대합실),서울특별시 성동구 금호동2가 223-1 신금호역,성동구 ,05:13~25:10,05:13~25:10,05:13~25:10,05:13~25:10,05:13~25:10,05:13~24:10,05:13~24:10,05:13~24:10
4716,풍문고등학교 (기숙사 입구( 종로구에서 학교이전 설치함)),서울특별시 강남구 자곡로 152  (자곡동),강남구 ,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,
4717,1호선 창동역 (창동역(1호선) 의정부승강장(3-3)),서울특별시 도봉구 마들로11길 77,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4718,창동신창아파트 (103동),서울특별시 도봉구 덕릉로62길 13 (창동) 신창아파트,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4719,서울누원초등학교 (입구 보안관실 안),서울특별시 도봉구 마들로 859-44,도봉구 ,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,08:00~13:00,,
4720,서울누원초등학교 (체육관 1층 출입문 옆),서울특별시 도봉구 마들로 859-44,도봉구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4721,9호선 선정릉역 (선정릉역 지하1층 대합실 개집표기 옆),서울특별시 강남구 선릉로 지하 580,강남구 ,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,00:00~24:00,05:00~24:00
4722,신사중학교 (중앙 현관),서울특별시 강남구 압구정로 123 (압구정동),강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4723,타워팰리스1차아파트 (지하1층 방재센터),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4724,타워팰리스1차아파트 (C동 1층 안내데스크),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4725,타워팰리스1차아파트 (상가동 3층 안내데스크),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4726,타워팰리스1차아파트 (D동 1층 안내데스크),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4727,타워팰리스1차아파트 (B동 1층 안내데스크),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4728,타워팰리스1차아파트 (A동 1층 안내데스크),"서울특별시 강남구 언주로30길 56 (도곡동, 타워팰리스)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4729,9호선 봉은사역 (지하1층 대합실 고객안전실 앞),서울특별시 강남구 봉은사로 지하 601,강남구 ,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~25:00,05:00~24:00,00:00~24:00,05:00~24:00
4730,언주중학교 (중앙현관),서울특별시 강남구 선릉로116길 57,강남구 ,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,,,
4731,LH강남아이파크아파트 (관리사무실 입구),서울특별시 강남구 자곡로 175,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4732,롯데캐슬프레미어아파트 (방재실 내부),서울특별시 강남구 선릉로126길 22,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4733,대치쌍용1차아파트 (기전실 입구 우측(2동 8/9호 라인 앞)),서울특별시 강남구 영동대로 210,강남구 ,,,,,,,,
4734,진흥아파트 (관리사무실 입구),서울특별시 강남구 학동로87길 9,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4735,수인분당선 압구정로데오역 (게이트앞 승차권자동발매기옆),서울특별시 강남구 압구정로 지하 402,강남구 ,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
4736,SR고속철도 수서역 (수서역 역무실),서울특별시 강남구 밤고개로 99 .,강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,00:00~24:00,
4737,"9호선 신논현역 (역 내( 발매기 옆 벽면, B1 ))",서울특별시 강남구 봉은사로 지하 102  (역삼동),강남구 ,05:00~25:30,05:00~25:30,05:00~25:30,05:00~25:30,05:00~25:30,05:00~24:30,05:00~24:30,05:00~24:30
4738,개포7단지아파트 (708동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4739,개포7단지아파트 (707동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4740,개포7단지아파트 (704동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4741,개포7단지아파트 (706동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4742,개포7단지아파트 (702동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4743,개포7단지아파트 (703동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4744,개포7단지아파트 (705동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4745,개포7단지아파트 (701동 경비실),"서울특별시 강남구 개포로 516 (개포동, 주공아파트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4746,LH강남힐스테이트5단지아파트 (505동 경비실 정문),"서울특별시 강남구 자곡로3길 21 (자곡동, LH강남힐스테이트)",강남구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
4747,(주)대현그린타워 (1층 로비),서울특별시 강남구 언주로 619 (논현동),강남구 ,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
4748,단국대학교사범대학부속고등학교 (1층 도서관 입구 좌측편 배치),서울특별시 강남구 도곡로64길 21  (대치동),강남구 ,,,,,,,00:00~24:00,
4749,강남스포츠문화센터 (1층 안내데스크 옆),"서울특별시 강남구 밤고개로1길 52, 강남스포츠문화센터 (수서동)",강남구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,2409:00~18:00,
