,Unnamed: 0,설치기관명,설치기관주소,소재지,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,위도,경도
99,99,고덕숲아이파크아파트 (4블럭 경비실),"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5517184559273,127.164857017437
100,100,고덕숲아이파크아파트 (3블럭 경비실),"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5517184559273,127.164857017437
101,101,고덕숲아이파크아파트 (4블럭 경비실),"서울특별시 강동구 고덕로80길 134 (상일동, 고덕숲아이파크)",강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5517184559273,127.164857017437
102,102,고덕아이파크아파트 (관리사무소 1층 노인정 옆 벽면),"서울특별시 강동구 동남로79길 26(고덕동, 고덕아이파크)",강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5591838811941,127.153744243632
103,103,고덕어울림수영장 (관망대),"서울특별시 강동구 고덕로 399, 지하1층 (고덕동, 고덕센트럴푸르지오)",강동구,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,,,37.5574405229047,127.16967893433
104,104,고덕어울림수영장 (안내데스크 옆),"서울특별시 강동구 고덕로 399, 지하1층 (고덕동, 고덕센트럴푸르지오)",강동구,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,,,37.5574405229047,127.16967893433
105,105,고덕역 (지하1층 대합실),서울특별시 강동구 고덕로 지하 253,강동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5550473189056,127.15394941502
106,106,공릉1단지아파트 (관리소),"서울특별시 노원구 동일로 1127 (공릉동, 공릉1단지아파트)",노원구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.6295896681388,127.069854784391
107,107,공항동주민센터 (민원실),"서울특별시 강서구 송정로 45, 공항동주민센터 (공항동)",강서구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~00:01,100:00~00:01,00:00~00:01,37.5587828080206,126.810074279462
108,108,관악가족행복센터 (2층 EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
109,109,관악가족행복센터 (5층EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
110,110,관악가족행복센터 (4층EV앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
111,111,관악가족행복센터 (1층 후문 출입구 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
112,112,관악가족행복센터 (3층 EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
113,113,관악가족행복센터 (5층EV 앞),"서울특별시 관악구 남부순환로 1491, 관악가족행복센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,,,37.4824643621379,126.916405836212
114,114,관악경찰서 난우파출소 (순찰차 72호 안),"서울특별시 관악구 난곡로 64, 난우파출소 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4611182549024,126.919249954798
115,115,관악경찰서 난우파출소 (파출소내),"서울특별시 관악구 난곡로 64, 난우파출소 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4611182549024,126.919249954798
116,116,관악경찰서관악산지구대 (지구대 1층 사무실),"서울특별시 관악구 신림로 178, 관악산지구대 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.473859396558,126.935263149906
117,117,관악경찰서구암지구대 (구암지구대 현관 옆),"서울특별시 관악구 은천로 93(봉천동, 벽산블루밍아파트)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4873527233282,126.945428874003
118,118,관악구민운동장 (화장실 벽면),"서울특별시 관악구 낙성대로 40, 구민운동장 (봉천동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4751227759367,126.957455659657
119,119,관악구민종합체육센터 (1층 로비 벽면),"서울특별시 관악구 낙성대로3길 37, 관악구민종합체육센터 (봉천동)",관악구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,234506:00~22:00,,37.4730673056648,126.960315269279
120,120,관악구보건소 (1층 로비),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,09:00~18:00,09:00~18:00,09:00~18:00,37.4782106746327,126.951501244173
121,121,관악구보건소 (특수구급차 8720 내부),"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4782106746327,126.951501244173
122,122,관악구보건소 (특수구급차(78누7603)),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4782106746327,126.951501244173
123,123,관악구보건소 (2층 복도),"서울특별시 관악구 관악로 145, 관악구보건소 (봉천동)",관악구,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,07:30~20:00,09:00~18:00,09:00~18:00,09:00~18:00,37.4782106746327,126.951501244173
124,124,관악구장애인종합복지관 (6층 소화전 위),서울특별시 관악구 남부순환로 1914,관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4774378017653,126.961858428439
125,125,관악구장애인종합복지관 (9층 엘리베이터 옆),서울특별시 관악구 남부순환로 1914,관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4774378017653,126.961858428439
126,126,관악구장애인종합복지관 (2층 소화전 위),서울특별시 관악구 남부순환로 1914,관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4774378017653,126.961858428439
127,127,관악구청 (1층 상황실 앞),"서울특별시 관악구 관악로 145, 관악구청 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4782106746327,126.951501244173
128,128,관악구청(도시재생과) (1층 출입구 옆),"서울특별시 관악구 국회단지길 14, 참사랑교회 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,37.4868413825609,126.939647423375
129,129,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4875259949385,126.941309691782
130,130,관악구청(도시재생과) (회의실),"서울특별시 관악구 난곡로 172, 난곡난향도시재생현장지원센터 2층 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4704735668904,126.920079591183
131,131,관악구청(도시재생과) (어울림 2 사무실 안),"서울특별시 관악구 난곡로24길 33, 어울림 2 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4689370290219,126.921356010466
132,132,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지2길 19, 주님의교회 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,37.4867575231764,126.940584498946
133,133,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지6길 30(봉천동, 은천빌라)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4877120286341,126.942173748505
134,134,관악구청(도시재생과) (천주교난곡성당 본당 1층 로비),"서울특별시 관악구 난곡로26길 43, 천주교난곡동성당 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,37.4703865487216,126.921996361204
135,135,관악구청(도시재생과) (난곡치안센터 출입구 옆),"서울특별시 관악구 난곡로 180-1, 난곡치안센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4711219135193,126.920049395876
136,136,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4701667363389,126.923010147811
137,137,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,,37.4702978455407,126.920444121755
138,138,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4693539315878,126.921228173791
139,139,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4875259949385,126.941309691782
140,140,관악구청(도시재생과) (회의실),"서울특별시 관악구 난곡로 172, 난곡난향도시재생현장지원센터 2층 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4704735668904,126.920079591183
141,141,관악구청(도시재생과) (어울림 2 사무실 안),"서울특별시 관악구 난곡로24길 33, 어울림 2 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4689370290219,126.921356010466
142,142,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지2길 19, 주님의교회 (봉천동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,37.4867575231764,126.940584498946
143,143,관악구청(도시재생과) (출입구 옆 벽면),"서울특별시 관악구 국회단지6길 30(봉천동, 은천빌라)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4877120286341,126.942173748505
144,144,관악구청(도시재생과) (천주교난곡성당 본당 1층 로비),"서울특별시 관악구 난곡로26길 43, 천주교난곡동성당 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,37.4703865487216,126.921996361204
145,145,관악구청(도시재생과) (난곡치안센터 출입구 옆),"서울특별시 관악구 난곡로 180-1, 난곡치안센터 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4711219135193,126.920049395876
146,146,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4701667363389,126.923010147811
147,147,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,,37.4702978455407,126.920444121755
148,148,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4693539315878,126.921228173791
149,149,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4875259949385,126.941309691782
150,150,관악구청(도시재생과) (잇는 서점 출입구 옆),"서울특별시 관악구 난곡로26길 57, 잇는서점 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4701667363389,126.923010147811
151,151,관악구청(도시재생과) (월드마트 매장안),"서울특별시 관악구 난곡로26길 4, 월드마트 (신림동)",관악구,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,,37.4702978455407,126.920444121755
152,152,관악구청(도시재생과) (이마트24 난곡점 매장안),"서울특별시 관악구 난곡로24나길 2, 이마트 24 난곡점 (신림동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4693539315878,126.921228173791
153,153,관악구청(도시재생과) (1층 출입구 옆 벽면),"서울특별시 관악구 국회단지4길 23-7(봉천동, 롯데맨션)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4875259949385,126.941309691782
154,154,관악노인종합사회복지관 (3층 벽면),"서울특별시 관악구 보라매로 35, 관악노인종합복지관 (봉천동)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4930406894254,126.926330084488
155,155,관악문화재단 (도서관 2층 출입구 옆),"서울특별시 관악구 신림로3길 35, 관악문화관도서관 (신림동)",관악구,,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,,37.4675976516718,126.944870911674
156,156,관악벽산2단지아파트관리사무소 (관리동복도),"서울특별시 금천구 금하로 793(시흥동, 벽산아파트)",금천구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4522124971915,126.918245422519
157,157,"관악산휴먼시아1,2단지아파트 (1단지 정문경비초소)","서울특별시 관악구 난곡로 30(신림동, 관악산휴먼시아아파트)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4622134077214,126.921077193374
158,158,"관악산휴먼시아1,2단지아파트 (2단지 제1경비초소)","서울특별시 관악구 난곡로 30(신림동, 관악산휴먼시아아파트)",관악구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4622134077214,126.921077193374
159,159,관악세무서 (1층 로비),"서울특별시 관악구 문성로 187, 관악세무서 (신림동)",관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4793364443212,126.924329517034
160,160,관악시니어클럽 (관악시니어클럽1층),서울특별시 관악구 남부순환로247다길 60,관악구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.4786664998269,126.964132859187
161,161,관악우방아파트관리사무소 (관리사무소 2층 복도),서울특별시 금천구 금하로 750(시흥동),금천구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4490734382987,126.913658594513
162,162,광진중학교 (본관 1층 중앙현관(행정실 출입문 외부의 좌측벽면)),서울특별시 광진구 뚝섬로64길 45 광진중학교 (자양동),광진구,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,00:00~24:00,08:00~17:00,37.5322195901849,127.090162126057
163,163,교통센터 (경찰서 외부관서 교통센터 내 1층 사무실 책상 위),"서울특별시 중랑구 동일로 849, 중화파출소 (묵동)",중랑구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6062075846227,127.078194967205
164,164,구로노인종합복지관 (3층 대강당),"서울특별시 구로구 새말로16길 7, 시립구로노인종합복지관 (구로동)",구로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5052407516115,126.890616727001
165,165,구립김영삼도서관 (지하1층 로비),"서울특별시 동작구 매봉로 1, 김영삼대통령기념도서관 지하1층 (상도1동)",동작구,,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,09:00~17:00,,37.5054736143919,126.949967197122
166,166,구립까망돌도서관 (3층 화장실 입구),"서울특별시 동작구 서달로 129, 동작구 까망돌도서관 3층 (흑석동)",동작구,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,09:00~17:00,,37.5051202142839,126.960611023195
