,Unnamed: 0,설치기관명,설치기관주소,소재지,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,위도,경도
3351,3351,미아역 (대합실지하1층 복도 중앙),서울특별시 강북구 도봉로 지하 198 미아역 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6264436445109,127.026103434413
3352,3352,"미아사거리역 (2,3,4,5번출구 대합실 안내부스 우측벽면)",서울특별시 강북구 도봉로 지하 50 미아사거리역,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,00:00~24:00,,37.6132861094991,127.030098418544
3353,3353,미아경남아너스빌2차아파트 (관리사무소 내),"서울특별시 강북구 삼양로74길 8 미아경남아너스빌2차아파트 (미아동, 경남아너스빌)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6291409466541,127.018351605002
3354,3354,미아3치안센터 (치안센터 안 우측),서울특별시 강북구 삼양로54길 51 미아3치안센터 (미아동),강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6236097933251,127.021024592746
3355,3355,동화치안센터 (기기실 내),서울특별시 강북구 솔매로49길 20 동화치안센터 (미아동),강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.627967222367,127.028403050284
3356,3356,대성그린빌라 (경비실 안),"서울특별시 강북구 오패산로 260 (미아동, 대성그린빌라)",강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6243042691131,127.03087960544
3357,3357,나온힐링대중사우나 (나온힐링대중사우나 카운터 내),서울특별시 강북구 노해로8길 22 지하1층,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6380051354791,127.024224911455
3358,3358,강북청소년문화정보센터 (2층 로비),서울특별시 강북구 삼양로54길 68 강북청소년문화정보도서관 (미아동),강북구,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,,37.6230813586229,127.021555480923
3359,3359,강북중학교 (본관1층 중앙 현관),서울특별시 강북구 한천로150길 67,강북구,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,07:00~17:00,,,,37.6449158953693,127.025373389048
3360,3360,재활용선별처리장 (3층 견학홀),서울특별시 강북구 월계로 191-40 강북구재활용선별처리장 3층 작업장 입구,강북구,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,,37.6226742921049,127.043467089727
3361,3361,강북메디칼약국 (환자대기석 뒷쪽벽),서울특별시 강북구 도봉로 190 강북메디칼약국 (미아동),강북구,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,,,37.6258982556346,127.027000082119
3362,3362,강북구보훈회관 (주차장기둥),"서울특별시 강북구 오패산로 290-1, 강북보훈회관 (미아동)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6271241880413,127.029788280949
3363,3363,강북북부시장 (강북북부시장 경비실 안 중앙벽면),서울특별시 강북구 한천로123길 26 강북북부시장,강북구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,00:00~24:00,24500:00~24:00,00:00~24:00,37.6362359880739,127.030342195737
3364,3364,효제파출소 (효제파출소 1층 출입문 옆),"서울특별시 종로구 종로41나길 24-6, 서울혜화경찰서 효제파출소 (종로6가)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5729430706406,127.004866460652
3365,3365,혜화파출소 (1층 소내 책상 뒤쪽),"서울특별시 종로구 창경궁로 279, 혜화파출소 (혜화동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5861083962149,127.001407548091
3366,3366,혜화경찰서 덕산파출소 (1층),"서울특별시 종로구 낙산성곽동길 20-1, 덕산파출소 (창신동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5742688853837,127.009344132335
3367,3367,한양도성박물관 (1층 로비 복도),서울특별시 종로구 율곡로 283 3층,종로구,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,37.5728571793919,127.008512843764
3368,3368,학산도서관 (도서관 현관 벽),서울특별시 종로구 평창34길 11,종로구,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,,,,37.6135065172941,126.975899923526
3369,3369,청운효자동북카페 (2층 북카페 내 출입문 오른쪽벽면),서울특별시 종로구 자하문로 92 2층,종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5840921101084,126.970620717201
3370,3370,청운문학도서관 (열람실 내부),서울특별시 종로구 자하문로36길 40,종로구,,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,,37.5903774328865,126.965918565819
3371,3371,창덕궁관리소 (창덕궁 종합관람지원센터 1층),"서울특별시 종로구 율곡로 99, 창덕궁 (와룡동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5788697347103,126.989710338876
3372,3372,창덕궁관리소 (동궐마루),서울특별시 종로구 율곡로 99  (와룡동),종로구,,09:00~17:30,,,,,09:00~17:30,,37.5788697347103,126.989710338876
3373,3373,서울중앙고등학교 (체육관 입구),서울특별시 종로구 창덕궁길 164  (계동),종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5837882231459,126.987472622092
3374,3374,종로청계힐스테이트아파트 (정문 경비초소 내 비치),서울특별시 종로구 숭인동길 21,종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5757847596495,127.020959405051
3375,3375,종로문화체육센터 (1층 광화문아트홀),"서울특별시 종로구 인왕산로1길 21, 종로문화체육센터 (사직동)",종로구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:30~18:00,09:30~18:00,,37.5742098160357,126.964661018954
3376,3376,종로문화체육센터 (1층 로비),"서울특별시 종로구 인왕산로1길 21, 종로문화체육센터 (사직동)",종로구,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:30~18:00,09:30~18:00,,37.5742098160357,126.964661018954
3377,3377,종로도서관 (종로도서관 안내실),"서울특별시 종로구 사직로9길 15-14, 종로도서관 (사직동)",종로구,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,,37.5764496746814,126.966466827575
3378,3378,종로데이케어센터 (종로종합사회복지관 2층 엘레베이터 옆),서울특별시 종로구 지봉로13길 82,종로구,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,,,37.5771962285457,127.012178617017
3379,3379,종로구청 (1층 종합민원실),"서울특별시 종로구 종로1길 36, 대림빌딩(종로구청) (수송동)",종로구,,,,,,,,,37.5735051436739,126.978988255925
3380,3380,종로구청 (1층 여권팀),"서울특별시 종로구 종로1길 36, 대림빌딩(종로구청) (수송동)",종로구,,,,,,,,,37.5735051436739,126.978988255925
3381,3381,종로공안과의원 구관 (본관 4층 입구 엘리베이터 옆 벽 설치),"서울특별시 종로구 종로 22, 인주빌딩 4,5층 (서린동)",종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,,09:00~13:00,37.5698767761425,126.979674332514
3382,3382,웰니스센터 (센터 입구),서울특별시 종로구 율곡로 89  (원서동),종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5778411834621,126.988974406919
3383,3383,숭인2동주민센터 (주민센터 내),"서울특별시 종로구 종로65길 10, 숭인제2동주민센터 (숭인동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5748752884313,127.019961720703
3384,3384,세계은행그룹서울사무소 (사무실내 응급피티 수납장),"서울특별시 종로구 종로 38, 서울글로벌센터 (서린동)",종로구,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,,,,37.5698231937802,126.981480601373
3385,3385,서울혜화초등학교 (보건실 옆 복도),서울특별시 종로구 혜화로 32 (혜화동),종로구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.5886344276384,127.000253620839
3386,3386,서울청운초등학교 (2층 엘리베이터 옆),"서울특별시 종로구 자하문로 105, 청운초등학교 (청운동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.585805731799,126.969294698603
3387,3387,서울재동초등학교 (본관 1층 교무실 앞),서울특별시 종로구 북촌로4길 7 (가회동),종로구,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,,37.5800299130383,126.985177794566
3388,3388,서울시설공단 (1층 로비),서울특별시 종로구 종로 38 (서린동),종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5698231937802,126.981480601373
3389,3389,서울매동초등학교 (1층 중앙현관),서울특별시 종로구 사직로9길 19 (필운동),종로구,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,,37.5774996471315,126.966941485332
3390,3390,서울독립문초등학교 (1층 현관),서울특별시 종로구 통일로12길 23 (무악동),종로구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.5742155272779,126.959972199819
3391,3391,서울농학교 (본관1층 중앙현관),서울특별시 종로구 필운대로 103 (신교동),종로구,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,,,,37.5856448583138,126.968774975994
3392,3392,서울국제고등학교 (본관1층 엘레베이터 앞),서울특별시 종로구 성균관로13길 40 (명륜1가),종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,,,37.5917911485864,126.995490680124
3393,3393,서울국제고등학교 (기숙사C동 2층 사감실 옆),서울특별시 종로구 성균관로13길 40 (명륜1가),종로구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.5917911485864,126.995490680124
3394,3394,서울공예박물관 (전시3동 5층 사무실 복도),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,,,,37.5766481740232,126.983533363501
3395,3395,서울공예박물관 (안내동 1층 안내데스크 옆),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3396,3396,서울공예박물관 (관리동 1층 방재실 옆),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3397,3397,서울공예박물관 (교육동 1층 화장실 앞),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3398,3398,서울공예박물관 (전시3동 1층 복도),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3399,3399,서울공예박물관 (전시2동 1층 화장실 앞),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3400,3400,서울공예박물관 (전시1동 1층 안내데스크 옆),"서울특별시 종로구 율곡로3길 4, 서울공예박물관 (안국동)",종로구,,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,37.5766481740232,126.983533363501
3401,3401,삼청동주민센터 (입구),"서울특별시 종로구 삼청로 107, 삼청동주민센터 (삼청동)",종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5850053660693,126.981856687592
3402,3402,배화여자중학교 (중앙현관),서울특별시 종로구 필운대로1길 34 (필운동),종로구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.5795440101952,126.967291871532
3403,3403,배화여자대학교 (필운관1층 로비),서울특별시 종로구 필운대로1길 34,종로구,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,,,,37.5795440101952,126.967291871532
3404,3404,라이나생명보험(주) (시그나타워 13층  헬스케어센터 내 위치),서울특별시 종로구 삼봉로 48,종로구,,,,,,00:00~24:00,00:00~24:00,00:00~24:00,37.5720922855339,126.979979592877
3405,3405,동묘공원 (공원안내소),"서울특별시 종로구 난계로27길 84, 동묘공원 (숭인동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5731446649573,127.018246163559
3406,3406,덕성여자고등학교 (1층 교무실 앞),서울특별시 종로구 율곡로3길 50 (안국동),종로구,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,,,,37.5777608153459,126.983558137257
3407,3407,휘봉고등학교 (1층 현관입구),서울특별시 동대문구 한천로 290,동대문구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.5863723553049,127.068940658438
3408,3408,대학로예술극장대극장 (로비 안내데스크),서울특별시 종로구 대학로8길 7,종로구,,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,37.5811855191284,127.002999899724
3409,3409,휘경초등학교 (본관1층 화장실 옆),서울특별시 동대문구 망우로6길 48,동대문구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.5856754144498,127.057916891964
3410,3410,휘경중학교 (제1교무실앞),서울특별시 동대문구 망우로 18나길 20,동대문구,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,,37.5870929876308,127.061746113577
3411,3411,휘경여자중학교 (본관중앙현관),서울특별시 동대문구 한천로 247,동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5819005156881,127.067434080061
3412,3412,휘경여자고등학교 (체육관 중앙현관 앞),"서울특별시 동대문구 한천로 247, 휘경여자중고등학교 (휘경동)",동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5819005156881,127.067434080061
3413,3413,대일건설(주) (낙원상가 3층 동북쪽 화장실),"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",종로구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,09:00~20:00,37.5727635233966,126.987902476529
3414,3414,대일건설(주) (낙원상가 2층 4번출구 경비실),"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",종로구,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,,09:00~20:30,37.5727635233966,126.987902476529
3415,3415,휘경여자고등학교 (1층 중앙현관 입구),"서울특별시 동대문구 한천로 247, 휘경여자중고등학교 (휘경동)",동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5819005156881,127.067434080061
3416,3416,대동세무고등학교 (근면관 1층 복도),"서울특별시 종로구 계동길 84-10, 대동세무고등학교 (계동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,00:00~24:00,,37.5815827310558,126.987951316186
3417,3417,휘경2동주민센터 (주민센터 1층),서울특별시 동대문구 한천로 329,동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,509:00~18:00,09:00~18:00,37.5901338416767,127.068591769026
3418,3418,대동세무고등학교 (교무실내),"서울특별시 종로구 계동길 84-10, 대동세무고등학교 (계동)",종로구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.5815827310558,126.987951316186
3419,3419,대동세무고등학교 (경화당 1층 보건실 내부),서울특별시 종로구 계동길 84-10 (계동),종로구,08:00~16:10,08:00~16:10,08:00~16:10,08:00~16:10,08:00~16:10,,,,37.5815827310558,126.987951316186
3420,3420,회기역망우역사 (고객지원실 출입구 앞),서울특별시 동대문구 회기로 196 (휘경동 317-101) 회기역 역사 내,동대문구,04:30~24:00,04:30~24:00,04:30~24:00,04:30~24:00,04:30~24:00,04:30~24:00,04:30~24:00,04:30~24:00,37.5897442387671,127.058035421223
3421,3421,홍릉초등학교 (본관 보건실 앞 복도),서울특별시 동대문구 회기로 90 (청량리동 206-44),동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5906875196186,127.047705124334
3422,3422,홍릉동부센트레빌(제2관리사무소) (제2관리사무소 내),"서울특별시 동대문구 제기로26길 26  (청량리동, 동부센트레빌아파트)",동대문구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5853509784701,127.045087161304
3423,3423,현대썬앤빌601 공동주택 (상가 1층 엘리베이터 옆),서울특별시 동대문구 장한로 91 현대썬앤빌601 공동주택 관리사무소 (장안동),동대문구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.569150253828,127.06933454445
